,year,fuel,car_running,mileage,car
7913,2011,CNG,less than 10000,more than 15,Maruti Eeco 5
4670,2017,Diesel,less than 50000,more than 15,BMW 3 Series
7290,2013,Diesel,less than 100000,more than 25,Maruti Swift Dzire
7422,2003,Petrol,less than 500000,more than 15,Other
3799,2009,Diesel,less than 500000,more than 15,Maruti Swift Dzire
1024,2008,Diesel,less than 500000,more than 15,Tata Indica V2
6559,2016,Petrol,less than 100000,more than 15,Toyota Camry 2.5
592,2012,Petrol,less than 50000,more than 20,Hyundai EON Era
7225,2017,Petrol,less than 25000,more than 20,Maruti Alto 800
7493,2007,Petrol,less than 100000,more than 15,Maruti 800 AC
2022,2011,Diesel,less than 100000,0-15,Other
3980,2013,Petrol,less than 100000,more than 20,Hyundai EON Era
1107,2017,Petrol,less than 50000,more than 15,Toyota Etios VX
3825,2017,Diesel,less than 500000,more than 20,Other
2508,2019,Petrol,less than 25000,more than 20,Maruti Alto K10
1797,2015,Petrol,less than 100000,more than 20,Datsun GO Plus
1508,2015,Diesel,less than 100000,more than 25,Maruti Swift Dzire
127,2013,Diesel,less than 100000,more than 20,Maruti Ertiga VDI
4692,2010,Petrol,less than 50000,0-15,Other
7770,2015,Diesel,less than 100000,more than 15,Hyundai Creta 1.6
2437,2019,Petrol,less than 10000,more than 20,Maruti Swift VXI
403,2014,Petrol,less than 100000,more than 20,Maruti Alto K10
150,2016,Petrol,less than 50000,more than 15,Other
7984,2014,Diesel,less than 100000,more than 20,Hyundai Verna 1.6
6492,2015,Diesel,less than 100000,more than 25,Maruti Swift Dzire
5534,2017,Diesel,less than 100000,more than 25,Mahindra KUV 100
5726,1997,Petrol,less than 100000,more than 15,Other
2444,2013,Diesel,less than 500000,more than 15,Mahindra Bolero 2011-2019
2442,2016,Diesel,less than 100000,more than 25,Maruti Swift Dzire
62,2011,Petrol,less than 500000,more than 20,Hyundai i10 Magna
6434,2014,Diesel,less than 100000,more than 20,Other
6354,2009,Petrol,less than 500000,more than 15,Maruti Omni E
2544,2013,Diesel,less than 500000,more than 20,Maruti Ritz VDi
6498,2012,Diesel,less than 500000,0-15,Mahindra Scorpio LX
4191,2015,Petrol,less than 100000,more than 15,Hyundai i20 Asta
3109,2017,Petrol,less than 50000,more than 15,Hyundai Grand i10
3557,2018,Petrol,less than 10000,more than 20,Maruti Baleno Zeta
5056,2004,Petrol,less than 100000,more than 15,Maruti 800 AC
6289,2013,Petrol,less than 100000,more than 15,Honda City 1.5
7201,2009,Diesel,less than 500000,more than 15,Maruti Swift Dzire
1576,2014,Petrol,less than 50000,more than 20,Maruti Alto 800
3632,2011,Diesel,less than 100000,0-15,Mahindra Bolero SLX
4709,2007,Diesel,less than 500000,0-15,Other
3590,2008,Petrol,less than 100000,more than 15,Other
3285,2014,Diesel,less than 100000,0-15,Mahindra Scorpio VLX
2153,2015,Petrol,less than 25000,more than 15,Chevrolet Beat LT
4332,2018,Petrol,less than 100000,more than 20,Maruti Swift AMT
3676,2013,Petrol,less than 100000,more than 20,Hyundai EON Magna
222,2017,Petrol,less than 100000,more than 20,Datsun GO T
7877,2017,Petrol,less than 25000,more than 15,Hyundai Verna VTVT
6491,2013,Diesel,less than 500000,more than 20,Maruti Ritz VDi
5908,2014,Petrol,less than 100000,more than 15,Maruti Swift Dzire
120,2014,Diesel,less than 100000,more than 20,Nissan Terrano XL
5782,2018,Diesel,less than 100000,more than 20,Ford EcoSport 1.5
6735,2012,Petrol,less than 100000,more than 15,Other
6706,2016,Petrol,less than 25000,0-15,Skoda Rapid 1.6
2380,2013,Petrol,less than 100000,more than 15,Maruti Ritz VXi
3134,2009,Petrol,less than 100000,0-15,Other
6738,2010,Petrol,less than 50000,more than 25,Other
4289,2016,Diesel,less than 100000,more than 15,Tata Indigo CS
2283,2018,Petrol,less than 100000,more than 15,Tata Nexon 1.2
181,2014,Petrol,less than 100000,more than 15,Hyundai Grand i10
7711,2019,Diesel,less than 25000,0-15,Other
4485,2019,Petrol,less than 10000,more than 20,Other
968,2012,Diesel,less than 50000,more than 20,Volkswagen Vento Diesel
627,2014,Diesel,less than 100000,more than 15,Mahindra Bolero 2011-2019
5642,2011,Petrol,less than 500000,more than 15,Maruti Swift Dzire
4766,2018,Diesel,less than 50000,more than 15,Other
3330,2011,Petrol,less than 100000,more than 20,Maruti Alto K10
7452,2011,Petrol,less than 100000,more than 15,Honda City 1.5
7978,2012,Petrol,less than 50000,more than 15,Maruti Ritz VXi
3454,2014,Diesel,less than 50000,more than 20,Ford Figo Diesel
1365,2018,Petrol,less than 10000,more than 15,Honda Jazz 1.2
5491,2011,Petrol,less than 50000,more than 15,Chevrolet Spark 1.0
4427,2017,Diesel,less than 100000,more than 20,Hyundai Grand i10
4006,2009,Petrol,less than 50000,more than 15,Maruti Alto LXi
614,2019,Petrol,less than 25000,more than 20,Other
5383,2010,Diesel,less than 100000,more than 15,Hyundai Verna Transform
3078,2017,Diesel,less than 10000,0-15,Jaguar XE 2016-2019
266,2016,Diesel,less than 100000,more than 25,Tata Tiago 1.05
3841,2019,Petrol,less than 10000,more than 20,Maruti Swift AMT
3973,2019,Petrol,less than 25000,more than 20,Maruti Swift LXI
1932,2013,Petrol,less than 50000,more than 15,Maruti Swift VXI
2199,2013,Diesel,less than 100000,more than 20,Fiat Grande Punto
6692,2015,Diesel,less than 500000,0-15,Tata Safari Storme
3190,2016,Petrol,less than 25000,more than 20,Maruti Swift VXI
1807,2007,Petrol,less than 500000,0-15,Tata New Safari
225,2015,Petrol,less than 50000,more than 20,Maruti Alto 800
4201,2018,Petrol,less than 10000,more than 20,Datsun GO T
6511,2017,Petrol,less than 100000,more than 20,Maruti Swift Dzire
5605,2005,Petrol,less than 500000,more than 15,Other
8060,2015,Petrol,less than 10000,more than 15,Honda City i
4727,2018,Petrol,less than 25000,more than 15,Datsun GO T
6830,2012,Diesel,less than 500000,more than 20,Ford Figo Diesel
2068,2014,Diesel,less than 100000,more than 20,Hyundai i20 Sportz
4967,2018,Petrol,less than 25000,more than 15,Tata Nexon 1.2
6388,2014,Petrol,less than 100000,more than 20,Hyundai EON D
2098,2015,Petrol,less than 100000,more than 20,Datsun GO T
1186,2012,Diesel,less than 100000,more than 20,Mahindra Verito 1.5
2963,2020,Petrol,less than 10000,more than 20,Maruti Swift AMT
4038,2009,Diesel,less than 500000,more than 15,Tata Indigo CS
2489,2014,Diesel,less than 100000,more than 25,Maruti Swift VDI
5989,2008,Diesel,less than 100000,0-15,Mercedes-Benz New C-Class
5852,2018,Diesel,less than 100000,more than 25,Maruti Swift Dzire
6024,2015,Petrol,less than 100000,more than 20,Maruti Alto K10
4804,2013,Diesel,less than 100000,more than 25,Honda Amaze S
2186,2014,Diesel,less than 100000,more than 15,Mahindra Bolero 2011-2019
7472,2010,Petrol,less than 100000,more than 15,Tata Indigo eCS
2870,2011,Diesel,less than 500000,0-15,Mahindra Xylo E4
2349,2011,Petrol,less than 50000,more than 15,Maruti Alto LXi
6318,2010,Diesel,less than 100000,more than 20,Other
3730,2014,Petrol,less than 100000,more than 20,Hyundai EON Era
5785,2007,Diesel,less than 500000,more than 15,Other
284,2005,Petrol,less than 50000,more than 15,Maruti Alto LX
5756,2019,Diesel,less than 25000,more than 25,Maruti Ertiga ZDI
3306,2020,CNG,less than 10000,more than 20,Maruti Eeco CNG
920,2020,Petrol,less than 25000,more than 20,Maruti Alto 800
5530,2010,Petrol,less than 100000,more than 15,Maruti Zen Estilo
7535,2009,Petrol,less than 100000,more than 15,Maruti Wagon R
7313,2008,Diesel,less than 500000,more than 15,Tata Indica V2
4831,2019,Petrol,less than 10000,more than 15,Honda Amaze V
5910,2011,Petrol,less than 100000,more than 15,Maruti A-Star Vxi
2392,2014,Diesel,less than 500000,more than 15,Tata Indica Vista
2354,2015,Petrol,less than 10000,more than 20,Maruti Swift Dzire
8086,2018,Petrol,less than 50000,more than 20,Maruti Celerio ZXI
922,2019,Petrol,less than 10000,more than 15,Other
7933,2017,Petrol,less than 100000,more than 20,Maruti Alto 800
1402,2017,Diesel,less than 100000,more than 20,Maruti Vitara Brezza
7885,2018,Petrol,less than 50000,more than 20,Other
4263,2016,Petrol,less than 100000,more than 15,Honda Jazz VX
2469,2017,Petrol,less than 100000,more than 20,Renault KWID 1.0
2273,2011,Petrol,less than 100000,more than 15,Toyota Etios Liva
7840,2014,Diesel,less than 500000,0-15,Toyota Fortuner 4x2
4108,1996,Petrol,less than 50000,more than 15,Other
1546,2011,Petrol,less than 25000,more than 15,Maruti Ritz VXi
617,2011,Petrol,less than 500000,more than 15,Maruti Wagon R
1092,2019,Diesel,less than 10000,more than 15,BMW X4 M
4186,2016,Petrol,less than 50000,more than 20,Renault KWID 1.0
612,2013,Petrol,less than 25000,more than 20,Maruti Alto 800
885,2015,Petrol,less than 50000,more than 15,Chevrolet Sail 1.2
5501,2011,Diesel,less than 100000,more than 15,Maruti Swift Dzire
4954,2004,Diesel,less than 500000,more than 15,Other
7450,2017,Diesel,less than 100000,more than 20,Volkswagen Ameo 1.5
7810,2011,Diesel,less than 500000,more than 15,Tata Indica Vista
3444,2018,Diesel,less than 25000,more than 25,Honda WR-V i-DTEC
777,2012,Diesel,less than 50000,more than 20,Tata Indica Vista
1638,2008,Petrol,less than 100000,more than 20,Other
6084,2018,Petrol,less than 10000,more than 20,Maruti Baleno Alpha
6450,2014,Diesel,less than 500000,more than 25,Honda City i
3252,2015,Diesel,less than 50000,more than 25,Maruti Ciaz ZDi
7639,2012,Petrol,less than 100000,more than 15,Maruti Ertiga VXI
7917,2017,Petrol,less than 50000,more than 15,Maruti Eeco 7
28,2009,Petrol,less than 500000,more than 15,Maruti Wagon R
5619,2016,Petrol,less than 100000,more than 15,Toyota Camry 2.5
5163,2015,Diesel,less than 500000,more than 25,Honda Amaze S
3280,2014,Diesel,less than 100000,more than 20,Other
3604,2014,Diesel,less than 100000,0-15,Other
6009,2012,Diesel,less than 100000,more than 20,Hyundai Verna 1.6
3393,2015,Diesel,less than 100000,more than 25,Other
6637,2017,Petrol,less than 25000,more than 20,Tata Tiago 1.2
74,2016,Diesel,less than 100000,more than 25,Maruti Swift VDI
4612,2005,Petrol,less than 100000,0-15,Other
5406,2012,Petrol,less than 50000,more than 20,Maruti Alto 800
4078,2016,Diesel,less than 50000,more than 25,Maruti Swift Dzire
3505,2018,Diesel,less than 500000,more than 25,Maruti Swift Dzire
3143,2013,Diesel,less than 500000,more than 15,Mahindra Bolero 2011-2019
2609,2003,Petrol,less than 500000,more than 15,Maruti Wagon R
2227,2011,Diesel,less than 100000,more than 20,Other
2002,2018,Petrol,less than 50000,more than 20,Renault KWID 1.0
6255,2018,Diesel,less than 100000,more than 15,Other
1584,2018,Petrol,less than 25000,more than 20,Maruti Baleno Delta
1517,2017,Petrol,less than 50000,more than 20,Maruti Alto 800
4212,2008,Petrol,less than 100000,0-15,Hyundai Verna 1.6
6439,2013,Diesel,less than 100000,more than 15,Mahindra Bolero 2011-2019
3148,2014,Petrol,less than 25000,more than 20,Hyundai EON Magna
1072,2015,Petrol,less than 50000,more than 15,Honda Jazz 1.2
2691,2013,Petrol,less than 100000,more than 20,Maruti Alto 800
1799,2014,Diesel,less than 100000,more than 20,Skoda Rapid 1.5
2820,2009,Diesel,less than 500000,more than 20,Maruti Ritz VDi
4242,2016,Petrol,less than 100000,more than 15,Honda Jazz VX
2633,2015,Diesel,less than 500000,0-15,Tata Safari Storme
3958,2014,Petrol,less than 50000,more than 20,Maruti Wagon R
3404,2006,Petrol,less than 10000,more than 15,Hyundai Santro Xing
5697,2012,Diesel,less than 100000,more than 15,Other
4719,2014,Diesel,less than 100000,more than 15,Mahindra XUV500 W8
7987,2018,Diesel,less than 25000,more than 20,Other
3246,2017,Diesel,less than 100000,more than 15,Other
4505,2018,Petrol,less than 25000,more than 15,Honda Jazz 1.2
2684,2015,Diesel,less than 100000,0-15,Tata Safari Storme
5720,2016,Diesel,less than 50000,more than 15,Mahindra XUV500 AT
115,2020,Petrol,less than 25000,more than 20,Maruti Celerio VXI
4384,2016,Diesel,less than 50000,more than 15,Other
7891,2014,Diesel,less than 100000,more than 20,Toyota Etios Liva
7418,2013,Petrol,less than 50000,more than 20,Hyundai EON Magna
3702,2013,Petrol,less than 100000,0-15,Other
3596,2014,Diesel,less than 100000,more than 20,Hyundai i20 Sportz
5278,2012,Diesel,less than 100000,more than 15,Other
337,2005,Petrol,less than 100000,more than 15,Maruti Alto LX
7076,2015,Diesel,less than 100000,more than 20,Maruti Ertiga VDI
2687,2015,Petrol,less than 50000,more than 15,Hyundai i20 Active
7159,2016,Petrol,less than 100000,more than 25,Renault KWID RXT
4142,2011,Diesel,less than 100000,more than 15,Chevrolet Cruze LTZ
4844,2013,Diesel,less than 500000,more than 15,Chevrolet Enjoy TCDi
1973,2005,Petrol,less than 500000,more than 15,Maruti Wagon R
753,2013,Diesel,less than 100000,more than 25,Tata Indigo eCS
4558,2015,Petrol,less than 100000,more than 15,Tata Zest Revotron
1938,2011,Petrol,less than 500000,more than 15,Hyundai i10 Era
673,2015,Diesel,less than 500000,more than 15,Mahindra TUV 300
2712,2016,Petrol,less than 25000,more than 20,Maruti Alto K10
3511,2015,Petrol,less than 50000,more than 15,Honda Amaze S
1201,2010,Diesel,less than 500000,0-15,Mahindra Xylo E4
4260,2016,Petrol,less than 100000,more than 15,Toyota Camry 2.5
424,2019,Diesel,less than 10000,more than 15,BMW X4 M
4421,2018,Diesel,less than 50000,more than 25,Maruti Baleno Alpha
3715,2009,Diesel,less than 500000,more than 15,Maruti Swift Ldi
664,2018,Diesel,less than 10000,more than 15,Volvo V40 D3
350,2018,Diesel,less than 50000,0-15,Toyota Fortuner 2.8
447,2012,Diesel,less than 100000,0-15,Tata Safari DICOR
709,2011,Petrol,less than 25000,more than 25,Other
7188,2015,Petrol,less than 500000,more than 15,Hyundai i10 Magna
1924,2015,Diesel,less than 100000,more than 15,Tata Indica Vista
5819,2015,Petrol,less than 25000,more than 15,Hyundai i10 Sportz
1221,2014,Diesel,less than 500000,0-15,Toyota Innova 2.5
3922,1998,Diesel,less than 50000,more than 15,Other
2766,2014,Petrol,less than 50000,more than 20,Maruti Alto 800
5246,2019,Petrol,less than 25000,more than 20,Lexus ES 300h
387,2016,Petrol,less than 25000,0-15,Skoda Rapid 1.6
5466,2003,Petrol,less than 100000,more than 15,Maruti 800 Std
3547,2010,Petrol,less than 50000,more than 15,Maruti Zen Estilo
1337,2014,Diesel,less than 100000,more than 15,Mahindra XUV500 W8
4851,2018,Diesel,less than 25000,0-15,Toyota Innova Crysta
6284,2019,Diesel,less than 100000,more than 20,Maruti Ertiga SHVS
4547,2017,Diesel,less than 100000,more than 20,Maruti Vitara Brezza
5291,2017,Petrol,less than 50000,more than 20,Tata Tiago 1.2
4796,2016,Diesel,less than 50000,0-15,Toyota Innova Crysta
3205,2016,Petrol,less than 100000,more than 15,Hyundai i10 Magna
6345,2015,Petrol,less than 25000,more than 20,Maruti Alto 800
1608,2016,Diesel,less than 100000,more than 15,Hyundai Creta 1.6
830,2012,Petrol,less than 100000,more than 15,Maruti Swift ZXI
7249,2017,Diesel,less than 500000,more than 25,Mahindra KUV 100
5047,2007,Petrol,less than 100000,more than 15,Maruti Zen Estilo
7166,2018,CNG,less than 100000,more than 25,Maruti Wagon R
7658,2018,Diesel,less than 25000,more than 20,Tata Nexon 1.5
3418,2019,Petrol,less than 10000,more than 20,Maruti Swift AMT
6542,2017,Diesel,less than 100000,more than 25,Other
1734,2014,Petrol,less than 100000,more than 20,Maruti Alto 800
5510,2019,Diesel,less than 50000,more than 20,Ford EcoSport 1.5
5506,2013,Diesel,less than 100000,0-15,Other
8101,2012,Diesel,less than 100000,more than 20,Fiat Grande Punto
8038,2016,Diesel,less than 500000,more than 20,Maruti Ertiga SHVS
1006,2019,Diesel,less than 10000,more than 20,Other
5274,2014,Diesel,less than 500000,more than 20,Volkswagen Polo 1.5
400,2017,Diesel,less than 25000,more than 25,Maruti Swift Dzire
6104,2011,Diesel,less than 100000,more than 15,Mercedes-Benz New C-Class
1253,2009,Diesel,less than 100000,more than 20,Maruti Ritz VDi
6575,2017,Diesel,less than 50000,more than 15,Jaguar XF 2.0
21,2017,Diesel,less than 100000,more than 25,Honda WR-V i-DTEC
1305,2009,Petrol,less than 500000,more than 20,Hyundai i10 Sportz
6913,2013,Diesel,less than 50000,more than 20,Maruti Swift Dzire
6538,2013,Diesel,less than 100000,more than 15,Ford Fiesta Classic
6396,2016,Petrol,less than 100000,more than 20,Hyundai EON Era
237,2016,Petrol,less than 50000,more than 25,Renault KWID RXT
3107,2007,Petrol,less than 50000,0-15,Mercedes-Benz New C-Class
3665,2014,Petrol,less than 50000,more than 20,Maruti Alto 800
671,2009,Diesel,less than 500000,more than 15,Other
7883,2018,Diesel,less than 100000,more than 20,Ford EcoSport 1.5
6039,2016,Diesel,less than 500000,more than 15,Hyundai Creta 1.6
845,2011,Petrol,less than 100000,more than 15,Ford Fiesta 1.4
4791,2017,Diesel,less than 50000,0-15,Toyota Innova Crysta
7389,2007,Petrol,less than 500000,more than 15,Maruti Alto LX
1353,2009,Petrol,less than 100000,more than 15,Maruti Alto LXi
5230,2014,Diesel,less than 50000,0-15,Tata Safari DICOR
7845,2007,Diesel,less than 100000,0-15,Toyota Innova 2.5
3451,2015,Diesel,less than 500000,more than 20,Maruti Ertiga VDI
869,2017,Diesel,less than 100000,more than 25,Maruti Swift Dzire
3686,2018,Diesel,less than 50000,more than 15,Other
604,2011,Diesel,less than 25000,0-15,Other
4931,2012,Diesel,less than 100000,more than 20,Tata Manza Aura
4999,2010,Petrol,less than 100000,0-15,Other
4724,2018,Diesel,less than 500000,0-15,Tata Safari Storme
3868,2017,Diesel,less than 100000,more than 20,Hyundai Verna 1.4
902,2011,Diesel,less than 100000,more than 20,Ford Figo Diesel
2904,2013,Diesel,less than 100000,more than 20,Hyundai i20 Magna
1747,2011,Diesel,less than 100000,more than 15,Maruti Swift VDI
7342,2015,Diesel,less than 100000,more than 15,Hyundai Creta 1.6
3310,1999,Diesel,less than 100000,more than 15,Other
6847,2017,Petrol,less than 50000,more than 15,Mahindra KUV 100
2051,2015,Diesel,less than 500000,more than 15,Mahindra Bolero 2011-2019
4047,2007,Diesel,less than 500000,more than 15,Tata Indica V2
3928,2007,Petrol,less than 500000,0-15,Other
2757,2016,Petrol,less than 500000,more than 20,Maruti Alto K10
8088,2018,Petrol,less than 50000,more than 20,Maruti Wagon R
4417,2015,Diesel,less than 500000,0-15,Tata Safari Storme
7291,2016,Diesel,less than 100000,more than 15,Hyundai Creta 1.6
696,2015,Diesel,less than 100000,more than 15,Tata Indigo CS
1179,2017,Diesel,less than 50000,more than 20,Maruti Vitara Brezza
6877,2016,Petrol,less than 50000,more than 25,Renault KWID RXT
